Symbol	human_colon_Untr._24h_1	human_colon_Untr._24h_2	human_colon_Untr._24h_3	human_colon_Untr._72h_1	human_colon_Untr._72h_2	human_colon_Untr._72h_3	human_colon_X1000uM_24h_1	human_colon_X1000uM_24h_2	human_colon_X1000uM_24h_3	human_colon_X1000uM_72h_1	human_colon_X1000uM_72h_2	human_colon_X1000uM_72h_3
BCL2L15	6.956566768	7.294153327	7.314901103	7.035665062	7.048534127	6.82937532	8.425432155	8.39361076	8.309618018	8.726054004	8.505365415	8.59639939
BCL2L2	7.851489464	7.664035999	7.198439931	7.515887795	7.57144107	7.557234398	7.753057362	7.737037294	7.841260007	6.960819105	7.830138806	7.305942603
BCL2L2-PABPN1	6.053035322	6.131341238	6.347720904	6.234985984	5.742775789	6.381073929	6.736655528	6.967307143	6.098261134	7.14607276	6.063343329	7.255323741
BCL3	8.208540097	8.114726919	7.933719367	7.885110529	8.13945831	8.015106846	7.695618032	7.949574649	8.0325522	7.696716277	8.289636004	7.953253717
BCL6	8.409268143	8.806582928	8.819041901	9.247212527	9.212447185	9.375562467	8.272393235	8.070020823	8.276855535	8.885386208	8.886717235	9.14081411
BCL7A	7.50928386	7.284287201	7.366544488	7.623185288	7.692984353	7.603836318	7.854888386	7.716047738	7.74843777	8.188863278	7.891919775	8.419916913
BCL7B	9.138014855	9.134541766	9.180382927	9.113796934	9.020706871	8.999947146	9.266912621	9.408595503	9.183131136	9.715130608	9.594600171	9.571172403
BCL7C	7.814131756	7.398356363	7.397887986	7.313027162	7.626746992	7.448980173	7.6048631	7.258419178	7.179232198	7.689785792	7.552141112	7.330586139
BCL9	8.888051109	8.715058153	8.855296203	9.112207525	9.148201996	9.040890577	8.95328028	8.689994843	8.793822755	9.385004518	9.189918402	9.368327941
BCL9L	9.608739519	9.495378988	9.524889115	9.632436176	9.763307982	9.638098135	9.472139104	9.109764623	9.270599891	9.11364545	8.965138048	9.186613882
BCLAF1	8.596343395	8.628933325	8.547039484	8.489138037	8.406496856	8.485353645	8.637685885	8.513547753	8.595806864	9.06388589	9.216201518	9.179919953
BCLAF3	5.385774782	5.588767249	5.135070537	5.502992932	5.497186016	5.28087658	5.922706544	5.127473028	5.72988655	5.794647531	5.787348893	5.681697757
BCO1	5.787629778	5.756893425	5.588874797	5.157634358	5.309806339	5.387645177	5.245044607	5.347832225	4.901491295	5.610994151	5.579273902	5.997637077
BCOR	8.041125758	8.236416912	8.315907662	8.451871618	8.36664945	8.300725203	8.637685885	8.584442131	8.553921433	8.606656104	8.5378324	8.73768243
BCORL1	7.685479823	7.759216908	7.698427568	7.858696914	7.653613222	7.726736487	6.807386195	7.002814041	6.775571268	6.851749797	6.756789584	6.75760081
BCR	9.575806424	9.385606802	9.407813074	9.683607349	9.615076244	9.551074567	8.656534937	8.49526369	8.678870223	8.769207984	8.666708534	8.623815083
BCS1L	8.073057081	8.041076867	8.044178857	7.689035311	7.705869664	7.622057251	8.217523118	7.940570273	8.0325522	7.890352509	8.353087498	7.933412968
BCYRN1	5.323164911	5.346279751	5.909076927	5.45687053	5.563785779	5.694325053	8.398793534	8.49526369	8.814231451	6.972425086	7.181290134	6.897625367
BDH1	8.607264711	8.533198217	8.733966205	8.449352464	8.501529574	8.429844747	6.874661272	7.002814041	7.146999754	6.002489985	6.044158294	6.12228985
BDH2	6.601904418	6.344071982	6.462235378	6.570052571	6.308877605	6.289313816	6.253250667	7.020233583	6.479378191	6.719509625	6.73402174	7.069620652
BDKRB1	5.500707529	5.250941047	5.564017766	5.630755746	5.530990977	5.871935648	4.090695132	4.090695132	4.090695132	4.437183045	4.793702285	4.377117448
BDKRB2	6.866851919	6.886230586	7.071438599	6.822441271	6.753692327	6.586132604	5.081983339	4.831519287	5.398859729	4.994755799	4.859320025	4.72703635
BDNF-AS	5.65314684	5.43339271	5.243847203	5.480178915	5.530990977	5.768582401	6.050863035	5.776150229	5.461444711	4.858244659	5.393113373	4.939096156
BDP1	7.024386478	6.804900972	6.940342916	6.798385792	6.827522621	6.566977318	6.938815087	6.711243102	6.827817579	6.525924685	6.482598801	6.611935214
BEAN1	4.816421725	4.957764574	5.243847203	5.630755746	5.822919954	5.529659218	5.020151381	4.943101596	5.09981304	4.090695132	4.090695132	4.585184197
BECN1	8.53474576	8.557736572	8.370233551	8.325669626	8.248802911	8.189565279	8.217523118	8.036630037	7.875786855	8.830037797	8.840651925	8.44250011
BEND3	7.555424364	7.244116555	7.556099483	6.922095031	7.038279357	7.216013973	6.951297252	7.152278962	7.105637861	7.125510496	7.164554829	7.26815005
BEND7	7.040837742	6.963044737	6.74700939	6.822441271	6.564151336	7.008346153	6.615288637	6.753870177	6.653108144	6.813394549	6.663354185	6.538223451
BEST1	5.021296073	5.756893425	5.401673785	5.157634358	5.426218392	5.529659218	5.139661419	5.040396794	5.33225492	5.306666416	5.20741999	5.274396163
BET1	6.689018232	6.561019766	6.347720904	6.184818379	6.5198486	6.265337844	6.446503303	6.339981422	6.411463507	6.299731946	6.082242142	6.262768994
BET1L	9.204183019	9.193078957	9.260249659	9.287196061	9.478101561	9.388833208	9.01296718	9.121718169	9.177237838	8.504225443	8.448429252	8.621344245
BEX2	6.459731492	6.242043574	6.192749522	6.511429652	6.688981017	6.527832571	6.210940071	6.395833304	6.150331119	6.876740595	7.147617425	6.538223451
BEX3	8.766723578	8.545519782	8.56357953	8.694464633	8.471797877	8.350516387	9.234695874	9.307591863	9.041080901	9.269632447	9.435100922	9.080987684
BEX4	5.787629778	5.692548218	5.61319272	5.991954629	6.057373768	6.111377705	6.074996225	6.123323856	5.705719658	5.542584109	6.865296917	6.166059749
BEX5	4.816421725	5.250941047	5.054473561	5.277216079	5.497186016	5.28087658	5.193847979	5.127473028	5.260915161	5.978347744	5.943573992	5.78353974
BFAR	8.983281877	9.161444884	9.212164604	9.390440944	9.241328318	9.415013538	8.913112834	9.044280255	9.01487984	8.580793101	8.566438284	8.982469153
BFSP1	6.667756447	6.610196476	6.756857584	7.134341501	7.469145461	6.921746175	6.874661272	7.136438951	6.653108144	6.318568111	5.879059763	5.947509855
BHLHE40	9.919905578	10.54963413	10.37886916	10.31661483	10.2088953	10.44674541	9.580596733	9.991610706	10.1671464	8.664080255	8.784975877	9.068355768
BHLHE41	9.284534931	9.439341891	9.356603755	9.294220644	9.513129665	9.27907832	8.922482246	8.926537215	9.225627209	8.97881541	9.073086243	9.14425709
BICD1	7.473665543	6.999915292	7.147531549	7.313027162	7.283162701	7.342823353	6.951297252	7.167941992	7.19507493	7.06194643	7.077742134	6.820617772
BICD2	7.654064356	7.351942661	7.511035295	7.722947681	7.606258751	7.566677949	7.760077112	7.59472117	7.643418643	7.972446474	8.166165676	8.055880415
BICDL1	6.459731492	6.657653744	6.567718894	6.306793087	6.394022775	6.289313816	6.29423292	6.123323856	6.425325551	6.983935	6.72249444	6.829389311
BICDL2	7.180785365	7.116217666	7.063596541	6.994155036	6.964302011	7.203898446	6.75109604	6.835350261	6.7967083	6.35545155	6.73402174	6.327707656
BICRA	6.730574567	6.642017871	6.727098289	6.644464165	6.621050945	6.566977318	6.391430037	6.188999702	6.368988915	6.677217691	6.563039713	6.591280968
BICRAL	7.832932884	8.120238409	8.328876523	8.249477594	8.172221473	8.311940221	8.067564515	7.97625231	8.075568426	7.943665662	8.026462259	7.933412968
BID	8.919040737	8.833611604	8.857532049	8.847587572	8.808386591	8.858215763	8.799042003	8.885047175	8.604625655	8.448091161	7.941437327	8.144758867
BIK	9.507592822	9.34863675	9.231247051	9.172930253	9.157557215	9.135280684	8.725988848	8.79829574	8.796389733	7.926114766	8.071601763	7.876346445
BIN1	9.420613282	8.973822943	9.3423158	9.225327308	9.28679274	9.208973327	8.610874935	8.37372268	8.366076571	8.292779736	8.227238257	8.231690528
BIN2	5.500707529	5.43339271	5.208983246	4.633203161	5.129383055	5.160959385	5.838904024	5.942557659	5.799548005	5.876782735	5.490204496	5.702787334
BIN3	8.557451606	8.17950492	8.360794874	8.518270231	8.852278578	8.747097304	8.551681162	8.601632356	8.316798046	8.033795857	7.9365621	7.722817802
BIRC2	7.832932884	8.046878793	8.059841164	8.141148095	8.056623007	8.001296899	8.51908486	8.406718012	8.407008907	8.981639554	8.550616491	8.613906143
BIRC3	6.508808874	6.561019766	6.307240195	6.158985977	6.198837518	6.111377705	8.429824261	8.803254982	8.556954079	9.09551243	9.206149307	8.669971628
BIRC5	8.390412917	8.43062481	8.319160885	8.403235062	8.321500195	8.36135029	7.16940701	6.422902217	6.664705735	5.469643712	5.83407577	5.638325504
BIRC6	9.460254603	9.551353191	9.608175962	9.566676937	9.468740356	9.527272649	9.199175608	9.236094299	9.407761257	9.139159964	8.81440808	8.963100196
BISPR	5.500707529	5.346279751	5.243847203	5.219320157	5.223898027	5.335676553	4.95325867	4.943101596	5.142830851	4.858244659	5.165563051	5.140813983
BIVM	5.385774782	5.551941482	5.564017766	5.383694945	5.350104907	5.48438402	5.684755501	5.206758235	5.705719658	5.469643712	5.426478946	5.065851511
BIVM-ERCC5	7.706044647	8.075540705	7.841484457	7.554135453	7.869296183	7.320599832	7.893669228	7.808157394	7.785256755	7.828683055	7.993995115	7.976704648
BLCAP	10.11013415	10.21051557	10.17461114	10.03666743	10.22120764	10.19669275	10.31400507	10.14385088	10.28592936	9.953694619	9.82742021	9.854612944
BLM	5.385774782	5.513847485	5.683172463	5.589772767	5.462291823	5.573139439	5.139661419	4.521522248	5.054559299	4.579539608	5.35863638	4.983610061
BLMH	7.67508489	7.578204794	7.626408279	7.881366945	7.692984353	7.528520721	6.834690985	6.339981422	6.479378191	6.787218284	6.687318337	6.701184287
BLNK	8.332313705	8.236416912	8.596099175	8.476823038	8.894871118	8.662118521	9.2815423	9.290047397	9.265054495	9.634939739	9.218203568	9.406093621
BLOC1S1	9.682777609	9.539101005	9.809659732	9.802634544	9.910208102	9.736863054	9.936827333	10.07997951	9.927394718	9.461811301	9.84176875	9.378593394
BLOC1S2	6.956566768	6.626200287	6.61207876	6.723586424	6.662213937	6.335991233	8.291836616	8.070020823	8.045593398	8.372535508	8.371227876	8.212092348
BLOC1S3	7.135672894	7.370691543	7.176847827	7.255951415	7.399255455	7.417961624	7.012080327	7.315658258	7.351464782	7.186314039	7.418064699	7.390375553
BLOC1S4	6.532691479	6.733254112	6.578945777	6.635382623	6.634910753	6.780763882	6.692397562	6.449432449	6.411463507	5.95372857	5.943573992	5.445809613
BLOC1S5	5.385774782	5.199507456	5.512565067	5.630755746	6.035818983	5.160959385	5.544724504	5.411540945	5.461444711	5.736581553	4.919321691	5.616006185
BLOC1S5-TXNDC5	4.090695132	6.438780096	6.622945704	6.27138195	6.442605192	6.358724538	6.372553711	6.795213105	6.115854269	6.049423499	7.425078737	7.508262156
BLOC1S6	7.643436428	7.787268254	7.752563533	7.835660974	7.816874702	7.951883803	8.061907183	8.519591084	8.670496666	8.496339346	8.285814693	8.461973163
BLVRA	6.434501645	6.610196476	6.334364923	6.7821121	6.442605192	6.713152773	6.692397562	7.152278962	7.138824514	7.05106557	6.523419676	6.62214566
BLVRB	9.386197207	9.301048803	9.476289006	9.546820048	9.681405405	9.579127502	10.12154965	10.29038827	10.18486602	10.8408755	10.98452393	10.67190398
BLZF1	6.213240607	5.958220021	5.999339254	5.946490255	5.65677107	6.138347899	6.353404707	6.311144875	6.479378191	6.261228795	6.411673263	6.401635516
BMERB1	6.730574567	6.242043574	6.374034873	6.89218974	7.166059351	7.154362987	6.232267269	5.980853245	6.043972743	5.349900336	5.490204496	5.743855586
BMF	5.385774782	4.957764574	5.341489505	5.408659696	5.563785779	5.48438402	5.293642194	5.683370883	5.603656483	7.472517957	7.668754834	7.555929272
BMI1	6.382563227	6.344071982	6.437624861	6.27138195	6.394022775	6.335991233	7.10413573	6.930869508	6.926728094	7.566485969	7.62081537	7.571468972
BMP1	7.84224134	7.708757547	7.572636282	7.549410507	7.816874702	7.776324475	7.412812213	7.410556613	7.536218962	6.40891866	6.614123088	6.863928372
BMP2	6.508808874	7.244116555	6.965882354	7.26755311	7.166059351	7.298020491	6.834690985	7.397383827	7.233917183	8.183955971	7.993995115	7.855399889
BMP2K	7.566728793	7.694005964	7.688359634	7.30179549	7.230324182	7.331755352	7.261952083	6.854989169	7.114008566	7.135829352	7.139071355	6.748357829
BMP4	12.0796484	12.19990753	12.16468285	12.44084083	12.36760772	12.39224567	11.67663247	11.6415921	11.6141743	10.65367623	10.67063947	10.66293772
BMP7	9.26400183	9.505909943	9.398636646	9.434337816	9.385620021	9.478455984	9.526364892	9.379030864	9.520638305	8.712511056	8.986445287	8.826135375
BMP8B	6.866851919	7.303950852	7.219705079	7.296145912	7.1471442	7.203898446	6.098679158	6.220625963	6.295020471	6.443405597	6.651212332	6.092256185
BMPR1A	7.775769155	7.716076411	7.813998553	7.943710581	7.863565767	7.937446227	7.962142753	8.14241835	7.956317931	7.937839285	7.493371227	7.261751505
BMPR2	8.332313705	8.640463953	8.344924453	8.347489128	8.253182777	8.42469043	8.543601159	8.262729809	8.598752478	9.031548997	8.955565966	8.957238316
BMS1	7.84224134	7.780307003	7.90363154	7.839526215	7.673434972	7.870608152	7.241906617	6.912285574	7.097216777	6.972425086	7.222275879	7.134293765
BMS1P1	6.709954164	6.804900972	6.776344574	6.688985588	6.688981017	6.994282152	6.951297252	7.397383827	7.358496045	7.62584358	7.382462918	7.425071254
BMT2	5.946201033	6.176766309	6.083524675	6.341275528	6.426606992	5.936250751	6.88773194	6.598464958	6.425325551	6.733321345	7.206024808	7.168973184
BNIP1	6.750889261	6.544222147	6.544981524	6.740564331	6.815489271	6.82937532	6.913508815	6.912285574	6.991992539	7.14607276	6.790248795	7.248866483
BNIP2	6.939082126	7.520754228	7.281636495	7.313027162	7.399255455	7.585378661	8.306248097	8.255499078	8.472738013	7.456232568	7.62081537	7.917339575
BNIP3	9.619552091	9.613048302	9.968952306	9.793743281	10.0167945	9.745139891	9.915109321	9.699133843	9.495606281	8.480436049	9.025851548	9.125218015
BNIP3L	10.04346256	10.17401511	10.41494987	10.3296575	10.39231333	10.42502024	9.942972864	9.978532597	9.816821055	10.01970264	10.16380046	10.04887141
BNIP5	6.382563227	6.762362775	6.347720904	6.626240046	6.236558287	6.335991233	8.08997283	8.319299472	7.816076248	10.52807508	10.68445319	10.4163581
BNIPL	4.512620037	4.80212727	4.678665211	4.475429358	4.425545149	4.634949932	5.426681884	5.730677538	5.72988655	5.95372857	5.661759489	6.340319393
BOD1	7.334812937	7.070852238	7.274888278	7.296145912	7.499133595	7.417961624	7.147985976	7.370664109	6.888008187	7.040099224	6.833632064	7.312143981
BOD1L1	7.238764913	7.520754228	7.410233305	7.618684931	7.430744619	7.612975989	7.650964418	7.788196862	7.631899272	7.902373034	7.638982605	7.76839577
BOK	9.478189159	8.967737471	9.144227378	9.278721094	9.405382606	9.307310838	9.214505964	8.72700879	8.890688749	8.389672694	8.588300133	8.537327709
BOLA1	7.600111877	7.648810877	7.74287245	7.922016304	8.076549305	7.966176979	7.16940701	6.711243102	6.7967083	5.736581553	5.984784403	5.522007454
BOLA2	7.473665543	7.545661248	7.452612624	7.255951415	7.274492874	7.12892331	7.412812213	7.120417799	7.163208571	7.196196589	7.004188103	6.970575345
BOLA2-SMG1P6	7.150872236	7.416503264	7.464491517	7.062667478	7.230324182	7.459170431	7.291495036	7.436539705	7.372454397	6.787218284	6.710869289	6.570307086
BOLA2B	7.983471248	7.975652333	8.090660724	7.735459439	7.984610638	7.743458324	8.08997283	7.931508795	7.904730861	7.70361318	7.80893607	7.596996394
BOLA3	6.667756447	6.283811736	6.533467621	6.407654717	6.25501642	6.487516562	6.913508815	7.087814648	6.531336345	6.318568111	6.675388862	6.289131215
BOP1	8.1647877	7.881318205	7.933719367	7.784435785	8.031318461	7.692691941	6.938815087	6.475446467	6.817525656	5.542584109	5.247485497	5.681697757
BORA	6.382563227	6.420370337	6.222328841	6.363773344	6.236558287	6.190647222	6.533535972	6.251500777	6.397455633	7.09408957	6.844267896	6.62214566
BORCS5	7.089059228	6.912310944	7.015595773	7.102216905	7.23926955	7.166911762	7.012080327	7.228902606	7.171243261	6.995350478	6.73402174	6.802905434
BORCS6	6.99088967	6.382769388	6.510140459	6.491307711	6.778745311	6.586132604	6.210940071	5.634046531	5.54895668	5.164091219	5.550377077	5.305063464
BORCS7	6.459731492	6.324290081	6.510140459	6.306793087	6.360619467	6.240914072	6.333974379	6.893449086	6.295020471	6.299731946	5.964350019	5.964444331
BORCS8	7.280732727	6.804900972	7.063596541	6.994155036	7.027948645	7.089875654	6.428397174	6.188999702	6.167228618	6.002489985	6.305558089	5.616006185
BORCS8-MEF2B	5.604602837	4.090695132	5.095706833	5.056359903	4.668113352	4.943862987	4.95325867	4.943101596	5.576641564	5.736581553	6.207246999	6.107361338
BPGM	6.213240607	6.060029767	5.851561261	5.799038645	5.6266169	5.967191854	5.616904635	6.054094336	6.505608213	6.746995264	6.896252645	6.672079028
BPHL	8.476359533	8.324931741	8.373366032	8.25814606	8.308936103	8.249143164	7.310851678	7.397383827	7.322984103	5.850019941	6.004889558	5.546263682
BPIFB1	5.98283626	6.010157812	6.067130285	6.329881314	6.442605192	6.678052974	6.599328144	6.339981422	6.411463507	7.166337707	7.308448471	7.396217623
BPNT1	7.860678041	8.017630951	7.561633183	7.535140527	7.491695853	7.459170431	8.380755776	8.387011974	8.504507704	8.667594225	8.798428849	8.633656178
BPTF	8.660660142	8.902236631	9.033930579	8.760934619	8.744597038	8.831230412	8.900524632	8.595925098	8.826841403	8.798342972	8.6637706	8.819686822
BRAF	7.057097279	7.082332326	7.154918276	7.35164824	7.23926955	7.528520721	6.834690985	6.774697081	6.569030941	6.557565161	6.663354185	6.829389311
BRAP	7.62193923	7.617862655	7.594389937	7.663059989	7.737581809	7.79247764	8.095520521	8.173456406	8.088225135	8.472417871	8.399783813	8.568450503
BRAT1	7.823563295	7.553867356	7.925187316	8.023949074	8.208770016	7.930172363	7.835095527	7.559752084	7.365492467	8.044672982	7.824867595	7.992127565
BRCA1	6.151537114	6.401702729	6.510140459	6.318387798	6.179557462	6.358724538	5.245044607	5.279841659	5.491406756	5.164091219	5.075529457	4.939096156
BRCA2	5.699717252	5.787794666	5.981803775	5.850202628	5.65677107	6.055663557	4.090695132	4.521522248	4.778465284	4.778796795	4.407571918	4.660765046
BRCC3	5.908448421	6.010157812	6.115693105	5.833388314	5.96884354	5.838460755	6.372553711	6.475446467	6.27971456	6.525924685	6.411673263	6.748357829
BRD1	7.896852062	8.184773152	8.079181019	8.112735566	8.000350027	8.055754279	8.398793534	8.305364857	8.535589885	8.83629382	8.438143093	8.945442445
BRD2	11.09767565	11.10168857	11.19374645	11.13016388	11.23861772	11.14175972	11.40234604	11.25193436	11.29332759	11.89639356	11.92666296	11.93079088
BRD3	7.914601118	7.919802525	8.044178857	8.096703763	7.952602266	7.900700779	7.893669228	7.726581185	7.947075942	8.028326124	7.830138806	8.367767001
BRD3OS	8.390412917	8.195251861	8.428612161	8.496476667	8.508867317	8.350516387	7.092955114	6.893449086	7.054333238	5.822652337	5.922443129	5.877346812
BRD4	9.414416648	9.474083356	9.386309785	9.354603198	9.337053622	9.503071011	10.00889941	9.974146733	10.03335315	10.45788353	10.64558509	10.60481915
BRD7	7.643436428	7.716076411	7.594389937	7.549410507	7.578473231	7.648958033	7.949934628	7.640046573	7.821148693	8.319860654	8.040154269	8.231690528
BRD8	7.869807842	8.114726919	8.055941631	8.205331122	8.096201988	8.015106846	8.149846305	8.188726852	7.826203164	7.955247629	8.231218696	7.976704648
BRD9	7.966562348	7.969553493	8.000201791	7.764233139	7.947197147	7.959048259	7.482602976	7.59472117	7.440250162	6.913400297	7.164554829	6.88087945
BRF1	7.280732727	7.170932293	7.233705159	7.26755311	7.325729291	7.309355365	7.081684388	6.774697081	6.710134962	6.241543724	6.273602287	6.377448305
BRF2	6.300628394	5.756893425	5.831768122	5.991954629	6.013889143	5.936250751	6.834690985	6.815427799	6.653108144	6.525924685	6.854822419	6.516402543
