Symbol	human_colon_Untr._24h_1	human_colon_Untr._24h_2	human_colon_Untr._24h_3	human_colon_Untr._72h_1	human_colon_Untr._72h_2	human_colon_Untr._72h_3	human_colon_X1000uM_24h_1	human_colon_X1000uM_24h_2	human_colon_X1000uM_24h_3	human_colon_X1000uM_72h_1	human_colon_X1000uM_72h_2	human_colon_X1000uM_72h_3
ZCCHC7	7.266882025	7.342474014	7.528102582	7.663059989	7.792943272	7.709815973	7.516249693	7.167941992	7.41352065	7.618558092	7.389655372	7.896990099
ZCCHC8	7.716216714	7.708757547	7.708424791	7.654295072	7.619950345	7.735121944	7.540970875	7.4994844	7.485845563	7.654617805	7.389655372	7.666125788
ZCCHC9	6.300628394	6.594001741	6.644422399	6.617035562	6.410414565	6.642026685	7.281716082	7.673116814	7.560750256	7.770805083	7.674635223	7.718178755
ZCRB1	8.364880999	8.343881324	8.30282048	8.579433561	8.508867317	8.644502977	9.433365934	9.225056866	9.25016155	9.852504644	9.89026569	9.756847581
ZDBF2	5.553873772	6.131341238	6.099710345	6.197543408	6.442605192	6.190647222	6.167203229	6.621780459	6.754104119	6.35545155	6.367232607	6.151634814
ZDHHC1	5.869497935	6.263094455	5.999339254	6.418402403	6.549544745	6.055663557	5.193847979	5.683370883	5.366099904	5.765970172	6.190115166	5.638325504
ZDHHC11	5.604602837	5.725162589	5.791177724	6.09203663	6.013889143	6.026860041	6.074996225	5.862202929	5.799548005	6.50982151	6.063343329	6.314974113
ZDHHC11B	6.355812135	6.084246769	6.706893519	6.560457165	6.851278932	6.190647222	5.717240225	6.339981422	6.27971456	7.354375287	7.181290134	7.318318202
ZDHHC12	9.088262222	8.879723333	8.848567745	8.936521525	9.093197115	8.925368352	8.799042003	8.679242028	8.538661432	7.931989053	8.274289284	7.876346445
ZDHHC13	6.848189559	6.846164514	6.795559168	6.706395408	6.549544745	6.605020811	7.430585198	7.449354481	7.626104393	7.859850837	8.044689306	7.868004672
ZDHHC14	8.222832332	7.932403604	7.776506743	7.957992581	8.153591524	7.944683249	7.35811189	7.410556613	7.584864766	6.800368625	6.240846908	6.802905434
ZDHHC16	8.995793068	9.067846391	9.035905628	8.866574203	8.728982751	8.819508494	8.32051622	8.48911691	8.16190208	7.464398673	7.662850037	7.464502547
ZDHHC17	5.553873772	5.474374065	5.512565067	5.745586377	5.177855346	5.437122195	5.7796275	5.903038415	5.681040683	6.241543724	6.155154841	5.930340578
ZDHHC18	8.319076938	8.120238409	8.338526805	8.579433561	8.362603176	8.403886082	8.718833901	8.668408185	8.846790211	9.328473083	9.255723172	9.250299291
ZDHHC2	6.355812135	5.958220021	6.334364923	6.197543408	6.198837518	6.507825623	6.428397174	6.711243102	6.664705735	6.318568111	6.496343975	6.549002898
ZDHHC20	10.02121515	10.01506195	9.92170452	10.118849	9.963153637	10.03566862	9.46147301	9.434375401	9.335531139	10.42716681	10.2582266	10.2418821
ZDHHC21	6.601904418	6.657653744	6.425147472	6.396819536	6.377426271	6.289313816	6.167203229	6.500965291	6.383298589	6.221556793	6.082242142	6.107361338
ZDHHC23	6.382563227	6.324290081	6.26547359	6.352572276	6.410414565	6.780763882	6.253250667	5.776150229	5.987243762	6.261228795	5.879059763	6.62214566
ZDHHC24	7.932132329	7.379973465	7.578106017	7.78844218	7.857812253	7.528520721	7.949934628	7.958522644	7.841260007	7.931989053	7.881806858	7.704170229
ZDHHC3	10.77284919	10.88091086	10.83887052	10.60333127	10.76604812	10.71348181	10.90715215	10.95092877	10.86306135	10.99472596	11.10293842	10.86253057
ZDHHC4	8.995793068	8.836954761	8.879701465	9.120137084	9.228070485	9.253187135	8.523200075	8.561197197	8.362612256	7.995061043	8.3676181	7.799454607
ZDHHC5	10.00687688	10.03409877	10.04048647	9.851056087	9.856679764	9.884658443	10.41360666	10.49860682	10.41831455	10.2916344	10.36952887	10.53904233
ZDHHC6	7.716216714	7.848436045	7.766977677	7.676106926	7.438508587	7.448980173	7.549116451	8.019637782	7.774833746	7.866003533	7.871621797	7.786226448
ZDHHC7	9.324743447	9.595407241	9.533298021	9.490453588	9.447929109	9.48341274	9.352541818	9.275856338	9.349571328	9.527022941	9.327952062	9.513791868
ZDHHC8	8.390412917	7.957277186	8.385828024	8.403235062	8.501529574	8.22560834	7.394813008	6.732722366	6.926728094	6.889068659	6.946356293	6.93052191
ZDHHC9	10.38813576	10.38603581	10.45384456	10.41328872	10.44193217	10.33743027	10.45073569	10.3406516	10.33524641	9.879988936	10.05381966	9.907205589
ZEB1-AS1	5.869497935	5.756893425	6.083524675	6.105709774	6.410414565	6.055663557	5.293642194	5.52843741	5.366099904	5.055015794	5.075529457	5.140813983
ZER1	9.304779466	9.279110406	9.263623655	9.394368444	9.584202369	9.574489768	9.259541684	9.314550256	9.114885086	8.961753187	9.090680504	8.937524477
ZFAND1	6.903437708	6.83254671	6.44998674	6.965777825	6.815489271	6.860856207	7.058866524	7.272948488	7.071644904	7.496600267	7.172947434	7.216127881
ZFAND2A	6.27214337	5.904013044	6.207623498	6.27138195	6.360619467	6.424675053	6.533535972	6.550594921	6.216633599	6.201257696	6.896252645	6.652324837
ZFAND2B	8.201340175	8.35326308	8.312647044	8.36631274	8.222238927	8.254966993	7.448137685	7.370664109	7.433614979	7.640303482	7.602412898	7.513638311
ZFAND3	9.304779466	9.2112163	9.136886051	9.33974316	9.318410675	9.473482119	9.605998031	9.402077809	9.542190241	9.418721832	9.534830661	9.411816861
ZFAND4	5.385774782	5.692548218	5.538592003	5.35811043	5.350104907	5.094575451	5.139661419	5.411540945	5.142830851	5.610994151	5.607442254	5.209983428
ZFAND5	8.865499799	9.093220552	8.999933413	9.252992859	9.088313281	8.947073799	9.384514341	9.469086107	9.529914342	10.21577932	10.05381966	9.794564571
ZFAND6	7.135672894	7.149302088	6.982651594	7.159521044	6.99648901	6.7473748	6.662075556	7.410556613	7.138824514	7.083457116	7.396811406	7.336680329
ZFAS1	7.766015002	7.77331159	7.353809719	7.8738502	7.804959188	7.657813039	7.680888661	8.118690282	7.831239788	7.456232568	7.798215315	7.442105072
ZFAT	6.829271531	6.544222147	6.805066782	6.697718214	6.975113978	6.66015885	6.210940071	6.220625963	6.617710547	6.460320714	6.440496733	6.249385934
ZFC3H1	7.975041798	7.894261888	8.012330257	7.858696914	7.786897126	7.800486105	7.650964418	7.449354481	7.66618116	7.448019088	7.396811406	7.189376567
ZFHX2	6.601904418	6.747885641	6.676015386	6.88461143	6.740992283	6.876331671	5.339952546	5.819946551	5.776779159	5.306666416	5.075529457	5.209983428
ZFHX3	8.34542946	8.792875734	8.892840994	8.700828363	8.611256529	8.751217226	8.906832497	8.788325667	8.876204205	8.873269247	8.840651925	9.027918196
ZFP1	6.151537114	6.108011138	6.099710345	6.429064098	6.489482728	6.424675053	6.410041911	6.220625963	5.967747966	6.50982151	6.11921796	6.340319393
ZFP14	5.256368601	5.551941482	5.172772207	5.219320157	5.388862523	5.437122195	5.467486163	5.347832225	5.520560382	5.111246691	5.165563051	5.140813983
ZFP3	6.790638483	6.544222147	6.737089988	6.570052571	6.564151336	6.7473748	7.27186876	7.436539705	7.492241006	7.196196589	7.139071355	7.189376567
ZFP30	5.323164911	5.199507456	5.243847203	5.480178915	5.267802674	5.48438402	5.581396869	5.683370883	5.753565588	5.26146028	5.550377077	4.841249613
ZFP36	9.405071442	9.721831977	9.586791594	9.063690653	9.214689487	9.345929306	9.588460306	9.392245652	9.492446482	9.424956923	9.561876482	9.35947039
ZFP36L1	9.662009063	9.653390036	9.655161406	9.579381246	9.613378269	9.789832067	10.03646156	9.57427557	9.833146054	9.94649131	9.77128239	10.01732068
ZFP36L2	10.39601572	10.58679892	10.63918735	10.63076608	10.68190383	10.52331563	10.09282022	10.07997951	10.01475822	10.10628037	10.08266043	10.19454566
ZFP41	6.730574567	6.688397582	7.055710201	6.944108208	6.578601815	6.860856207	6.210940071	5.819946551	6.411463507	5.431231582	5.879059763	5.802895753
ZFP62	6.624211292	6.899332149	6.84245454	6.748975086	6.504751386	6.891635914	7.456832971	7.152278962	7.330158352	6.677217691	6.044158294	6.494222063
ZFP64	7.532541714	7.801089608	7.890540164	7.747862249	7.840411213	7.547727591	7.992214546	7.903974309	8.019391019	7.949468379	8.115360968	8.244608685
ZFP69	5.256368601	5.513847485	5.054473561	5.056359903	5.388862523	5.28087658	5.384229241	5.206758235	4.901491295	4.687997995	5.121691195	5.497201116
ZFP90	7.150872236	7.284287201	7.321460854	7.618684931	7.391272353	7.585378661	6.481996389	6.251500777	6.425325551	5.214036022	6.004889558	5.91292899
ZFP91	9.164109365	9.090423182	9.140561393	9.003226293	8.955144669	9.087231203	8.947173172	8.903635026	8.907405147	9.37215429	9.146420996	9.277202043
ZFPL1	8.53474576	8.226235957	8.207705049	8.449352464	8.661485732	8.480395118	8.27727885	7.559752084	8.028178581	8.076816865	8.012637922	8.102785147
ZFPM1	7.266882025	7.023964101	7.40407412	7.232457047	7.265769339	7.141700878	6.372553711	6.123323856	6.062328366	5.706439148	6.273602287	5.859159072
ZFR	8.851797385	8.949325142	8.993849671	8.968504143	9.129307235	9.211963515	9.747912643	9.862301476	9.690178804	9.7991154	9.791583477	9.754597902
ZFX	6.829271531	6.886230586	6.97429225	6.7821121	6.766275932	6.936559578	7.348785626	7.778110813	7.614443272	7.62584358	7.668754834	7.772874394
ZFY	5.744493576	5.725162589	5.871036231	5.763672756	5.65677107	5.732040909	6.12193009	6.123323856	6.043972743	6.299731946	6.224155487	6.092256185
ZFYVE1	7.62193923	7.821573662	7.809365633	7.854883322	7.816874702	7.79247764	7.874410492	7.694744134	7.831239788	8.000659234	8.115360968	8.231690528
ZFYVE16	6.328508937	6.324290081	6.192749522	6.295095227	6.07856753	6.466895488	6.12193009	6.188999702	6.383298589	6.180635547	6.588822114	6.249385934
ZFYVE19	8.390412917	8.174217245	8.245827823	8.426478936	8.728982751	8.495219635	7.081684388	7.087814648	7.071644904	6.995350478	6.482598801	7.202815909
ZFYVE21	8.134859013	8.081204841	8.157670671	7.957992581	8.105928069	8.035574923	7.774013716	7.606188776	7.677427263	7.235045884	7.418064699	7.402035646
ZFYVE26	8.033030325	8.246526071	8.161303085	7.975646695	7.863565767	7.900700779	7.900031513	8.211331663	8.273168624	8.350822169	8.518440396	8.382444176
ZFYVE27	7.975041798	7.648810877	7.708424791	7.851059511	7.880688461	7.959048259	8.510818891	8.768175775	8.684425623	8.333211775	8.544238665	8.534703453
ZFYVE28	6.508808874	6.242043574	6.293465217	6.184818379	6.308877605	6.138347899	4.705091379	4.831519287	4.528132371	4.437183045	4.090695132	4.72703635
ZFYVE9	7.135672894	6.98773335	7.063596541	7.196462522	7.118283992	7.116028095	7.261952083	7.547901645	7.459971094	7.71047683	7.760044784	7.65159269
ZG16B	8.179520777	7.932403604	7.863991714	7.80830701	8.31732438	8.108214873	9.501590888	9.65322705	9.452353063	10.34957065	10.80781896	10.7234122
ZGPAT	5.604602837	5.43339271	5.485901303	5.408659696	5.388862523	5.529659218	5.616904635	4.697754708	5.33225492	5.765970172	5.787348893	5.33480974
ZHX1	5.744493576	6.131341238	5.636998672	5.899292206	5.945694818	5.936250751	6.550286663	6.753870177	6.325107512	6.261228795	6.779185974	6.662237713
ZHX2	7.497510279	7.495401906	7.391674659	7.506162508	7.599363159	7.657813039	6.372553711	5.819946551	5.947941654	4.579539608	4.793702285	4.660765046
ZHX3	7.814131756	8.075540705	8.139369133	7.800394256	7.840411213	7.816369359	6.446503303	6.526008615	6.907503376	6.180635547	5.83407577	6.222200587
ZKSCAN1	10.10052074	10.24234248	10.42627754	10.81434642	10.77442661	10.74991552	10.06350674	10.05320142	10.19849898	10.13571162	10.05605878	10.10468593
ZKSCAN2	6.667756447	6.718464693	6.84245454	6.822441271	6.675663102	6.891635914	6.27390214	5.52843741	6.080421764	6.15967884	6.536756044	6.151634814
ZKSCAN3	6.328508937	6.108011138	5.999339254	6.234985984	6.5198486	6.055663557	6.026260049	6.188999702	6.383298589	6.201257696	5.964350019	5.743855586
ZKSCAN4	5.106753523	5.513847485	5.430501702	5.502992932	5.388862523	5.28087658	5.384229241	5.347832225	5.366099904	5.431231582	5.285944203	5.522007454
ZKSCAN5	6.848189559	6.762362775	6.567718894	6.688985588	6.634910753	6.6236497	7.012080327	6.930869508	7.105637861	6.633573223	6.663354185	7.134293765
ZKSCAN7	4.685298415	5.658990307	5.660317592	5.568707106	5.6266169	5.732040909	5.020151381	5.279841659	5.054559299	4.090695132	5.121691195	4.495097737
ZKSCAN8	8.482306125	8.628933325	8.601448283	9.015183844	8.900456045	8.964914924	9.064648089	8.567043778	8.8591192	8.746132247	8.528169119	8.784797649
ZMAT2	7.238764913	7.244116555	7.226722547	7.340721097	7.399255455	7.28659371	8.07319957	8.284205766	7.983690658	7.937839285	8.392697917	8.077719908
ZMAT3	8.446251499	8.581862878	8.370233551	8.567871829	8.494154152	8.644502977	10.04505707	9.952015041	9.982473298	10.44567523	10.35232415	10.37742119
ZMAT5	6.939082126	6.912310944	6.860775285	7.127975277	7.283162701	7.141700878	7.64338394	7.329612044	7.233917183	7.363149461	7.411015704	7.29345739
ZMIZ1	9.504679307	9.6963157	9.736301278	9.797701725	9.718206661	9.728538419	8.792242245	8.438971914	8.868906887	7.809650224	8.227238257	8.44250011
ZMIZ1-AS1	5.184592927	5.087114367	5.208983246	5.547235121	6.035818983	6.083825793	4.705091379	4.090695132	4.400600029	4.437183045	4.090695132	4.090695132
ZMIZ2	9.861904529	9.474083356	9.87175127	9.715344869	9.743264449	9.653571094	9.705159402	9.655968302	9.676323712	8.93285883	8.824963136	8.793599595
ZMPSTE24	7.073169644	7.047605072	6.795559168	6.470879643	6.564151336	6.527832571	7.695618032	7.436539705	7.536218962	8.255857557	8.162000105	8.077719908
ZMYM1	5.82925913	5.692548218	5.981803775	5.946490255	5.7700951	5.904514675	5.651332531	5.980853245	5.705719658	5.902970491	6.137312223	6.107361338
ZMYM2	7.78545701	8.103639881	8.109591327	8.112735566	7.875003686	8.278028602	7.787815368	7.628850015	8.145853874	7.816022761	7.697916738	7.846934426
ZMYM3	9.435989272	9.532935629	9.784054465	9.958384897	9.947068799	9.984157726	8.403267775	7.767952888	7.983690658	7.431447741	7.189583535	7.342748311
ZMYM4	8.080929815	8.246526071	8.256051367	8.229044984	8.257549304	8.328600037	8.021666882	8.233585471	8.243326999	8.550653919	8.374828596	8.310583038
ZMYM5	5.385774782	5.250941047	5.485901303	5.383694945	5.388862523	5.02268152	5.717240225	5.683370883	5.430617113	5.67549605	6.004889558	5.471813321
ZMYM6	6.086722354	6.035340474	5.999339254	5.961830508	5.686152874	5.768582401	5.384229241	5.52843741	5.183881295	5.706439148	5.458817842	5.546263682
ZMYND11	6.903437708	7.332941409	6.896704108	7.04923157	7.21226086	7.063224725	7.482602976	7.818033857	7.554657074	8.082104681	7.737765067	7.812561177
ZMYND12	5.787629778	5.43339271	5.588874797	5.727218056	6.179557462	5.936250751	5.245044607	5.471582749	4.625432521	4.687997995	5.026732926	4.72703635
ZMYND15	5.385774782	5.43339271	5.538592003	5.248704525	5.426218392	5.61498731	5.139661419	5.582488047	5.142830851	4.778796795	4.974858737	4.72703635
ZMYND19	7.180785365	7.294153327	7.366544488	7.35164824	7.325729291	7.216013973	6.874661272	6.774697081	6.786180384	6.618708457	6.626598908	6.580834635
ZMYND8	9.806211588	10.03990604	10.14566212	10.19059064	10.20551907	10.24417467	10.07893571	10.07384394	10.2139233	9.972256524	10.08485524	10.2618161
ZNF10	5.604602837	5.390753509	5.660317592	5.304918035	5.497186016	5.437122195	5.384229241	5.127473028	5.843827215	5.902970491	5.922443129	5.997637077
ZNF100	5.44479934	5.588767249	5.749157463	5.547235121	5.388862523	5.28087658	5.717240225	5.471582749	5.576641564	5.706439148	5.165563051	4.939096156
ZNF101	5.908448421	6.176766309	5.831768122	6.078215058	5.686152874	5.936250751	6.232267269	6.574741584	6.310150004	6.280621778	6.509949943	5.593237891
ZNF106	8.865499799	8.933799533	8.733966205	8.894592497	8.569769699	8.787774895	9.081470865	8.940105604	9.071058061	9.359188421	9.455606676	9.617716588
ZNF107	5.65314684	5.588767249	5.927663675	5.745586377	5.714807467	5.655342286	6.1892565	6.220625963	6.817525656	7.006673111	6.875692643	6.701184287
ZNF112	5.385774782	5.513847485	5.401673785	5.331866262	5.388862523	5.387645177	5.684755501	5.903038415	5.63003901	5.469643712	4.793702285	5.638325504
ZNF117	5.021296073	5.346279751	5.172772207	5.056359903	5.267802674	5.02268152	6.27390214	6.339981422	6.006439804	6.525924685	6.440496733	6.208391828
ZNF12	6.624211292	6.873003816	6.965882354	6.88461143	6.851278932	6.6236497	7.211292321	7.384087126	7.560750256	7.215755482	7.558523301	7.312143981
ZNF121	7.073169644	7.093718896	7.055710201	7.089157692	7.137590042	7.154362987	7.310851678	7.449354481	7.351464782	7.318722728	7.230331488	7.120178057
ZNF124	5.385774782	5.145066711	5.564017766	5.277216079	5.078115504	5.222819534	5.748846351	6.054094336	5.72988655	6.116712282	6.321249168	6.249385934
ZNF131	6.182757129	5.787794666	6.083524675	5.650705287	5.848485335	5.997381656	6.253250667	6.018007566	6.183907492	6.746995264	6.73402174	6.401635516
ZNF132	5.869497935	5.551941482	5.871036231	6.006748425	5.945694818	6.026860041	5.467486163	6.123323856	5.865372211	5.577312954	5.520704727	5.104136419
ZNF133	6.601904418	6.242043574	6.601124138	6.748975086	6.874633537	6.66015885	6.333974379	6.449432449	6.556582601	6.180635547	6.224155487	6.662237713
ZNF134	5.908448421	6.220647147	6.236869682	6.531255083	6.140110918	6.083825793	6.975930104	6.526008615	6.945690018	6.719509625	6.790248795	6.75760081
ZNF136	5.385774782	5.474374065	5.095706833	5.091440481	5.023583329	5.655342286	5.544724504	5.730677538	5.886541986	5.055015794	5.20741999	6.076969686
ZNF138	5.553873772	6.010157812	5.705584518	5.816336282	5.822919954	6.026860041	6.499396682	6.574741584	6.593589247	6.618708457	6.72249444	6.652324837
ZNF14	5.021296073	5.199507456	5.011115303	5.277216079	4.965166502	4.855956746	5.616904635	5.040396794	5.366099904	4.579539608	4.974858737	4.983610061
ZNF140	6.508808874	6.544222147	6.47437297	6.511429652	6.753692327	6.713152773	7.581239153	7.778110813	7.8109857	7.884304086	7.743367746	7.62207316
ZNF141	6.213240607	5.958220021	5.999339254	6.234985984	6.140110918	6.190647222	6.446503303	6.985173848	7.105637861	6.949115382	6.549961828	6.691551274
ZNF142	7.940817916	7.969553493	8.067608497	7.747862249	7.633511294	7.824245144	8.015824738	8.14241835	7.983690658	8.306384105	8.170319171	8.198876411
ZNF143	6.866851919	6.912310944	6.823887377	7.102216905	6.920192454	6.876331671	7.439388655	7.4994844	7.65484544	7.291379092	7.984581765	7.661297903
ZNF146	8.016700709	7.694005964	7.836940091	7.627671441	7.521215487	7.448980173	7.597032026	7.866415873	7.671815323	7.603874097	7.662850037	7.534941388
ZNF148	7.089059228	7.160158895	7.079236885	7.171943246	7.078854092	7.203898446	7.874410492	7.97625231	7.875786855	7.822366954	7.881806858	7.772874394
ZNF155	5.869497935	5.588767249	4.864588577	5.502992932	5.59564035	5.573139439	5.020151381	4.521522248	4.842721268	4.090695132	4.090695132	4.983610061
ZNF16	6.730574567	6.438780096	6.399836733	6.66244754	6.897600325	6.713152773	6.583177588	6.500965291	6.593589247	6.493523232	6.352081877	6.389596965
ZNF160	6.973834109	7.070852238	7.191279399	7.089157692	7.391272353	7.298020491	7.42172662	7.24373831	7.614443272	6.760534235	6.854822419	6.691551274
ZNF169	5.787629778	5.474374065	5.538592003	5.248704525	5.530990977	5.655342286	5.895406283	5.471582749	5.223182633	5.794647531	5.393113373	5.877346812
ZNF17	5.323164911	4.596275208	5.208983246	5.188990974	5.350104907	5.768582401	5.384229241	5.127473028	5.430617113	5.542584109	5.026732926	4.377117448
ZNF174	6.689018232	6.790867234	6.923051838	6.965777825	7.118283992	7.103012982	6.900680336	7.002814041	7.279154617	6.889068659	6.468711344	6.729682895
ZNF175	5.869497935	5.904013044	5.927663675	6.035822732	6.035818983	6.190647222	5.838904024	6.08917982	6.183907492	5.978347744	5.763281513	5.964444331
ZNF18	6.556158358	6.176766309	6.399836733	6.407654717	6.308877605	6.026860041	6.692397562	6.422902217	6.641410972	6.876740595	7.004188103	6.811790065
ZNF180	5.869497935	5.984459127	5.749157463	5.799038645	5.65677107	5.694325053	6.12193009	6.281662093	6.006439804	5.978347744	6.172753411	5.895267182
ZNF181	5.323164911	5.346279751	5.310003152	5.304918035	5.59564035	5.28087658	5.838904024	5.52843741	5.461444711	5.50672551	5.426478946	5.242731868
ZNF182	6.151537114	5.847298652	5.871036231	6.197543408	5.92210492	5.804031399	5.838904024	5.819946551	5.681040683	6.391334467	5.810939892	5.964444331
ZNF184	5.744493576	5.756893425	5.61319272	5.45687053	5.350104907	5.335676553	5.245044607	5.634046531	5.260915161	6.026175594	6.273602287	5.930340578
ZNF185	7.823563295	7.96342852	8.090660724	8.190308195	8.01591806	8.317515018	7.092955114	7.228902606	7.071644904	5.876782735	6.710869289	6.62214566
ZNF189	7.057097279	6.886230586	6.851645289	6.697718214	6.675663102	6.6236497	7.070322041	7.329612044	6.827817579	6.116712282	6.352081877	5.997637077
ZNF19	6.01842611	5.958220021	6.016632433	6.021369642	6.057373768	5.529659218	6.27390214	5.862202929	5.72988655	5.391365282	6.137312223	6.092256185
ZNF195	7.104770265	6.886230586	7.04777906	7.015064611	7.137590042	7.166911762	7.430585198	7.894676913	7.226234139	7.291379092	7.238341206	7.299713822
ZNF197	6.213240607	6.363562037	6.386998472	6.68019678	6.886164569	6.566977318	6.353404707	6.753870177	6.743243341	6.180635547	6.352081877	6.365187343
ZNF2	6.086722354	6.084246769	6.307240195	6.09203663	6.09941347	6.240914072	6.144766107	5.980853245	6.295020471	6.337138653	6.549961828	6.784962295
ZNF20	5.699717252	5.346279751	5.705584518	5.5253374	5.6266169	6.026860041	5.949414775	5.862202929	6.167228618	4.437183045	5.247485497	5.681697757
ZNF200	6.151537114	6.176766309	6.099710345	5.991954629	5.898054308	5.768582401	6.722061282	6.500965291	6.232692285	6.002489985	6.004889558	6.18032503
ZNF202	6.973834109	7.082332326	7.015595773	6.869329149	6.851278932	6.764170798	7.310851678	7.213908683	7.171243261	7.24459274	7.331063242	7.248866483
ZNF205	6.624211292	6.438780096	6.676015386	6.644464165	6.920192454	6.695715543	6.707309826	6.188999702	6.150331119	6.116712282	6.73402174	6.538223451
ZNF207	10.72235224	10.74445294	10.89755917	10.83615527	10.79253976	10.95554125	11.63691738	11.72615921	11.52695968	11.1049176	11.1361179	11.04613162
ZNF211	5.787629778	5.93141416	6.050521087	5.899292206	5.96884354	6.190647222	6.29423292	6.500965291	6.133208578	6.58848167	6.588822114	6.775902193
ZNF212	5.98283626	6.198892528	5.871036231	5.833388314	6.09941347	6.381073929	5.949414775	5.942557659	5.907351154	6.391334467	6.687318337	6.701184287
ZNF213	6.810090424	6.818793148	6.851645289	6.653485525	6.827522621	6.66015885	6.900680336	6.644702637	6.664705735	6.972425086	7.086669789	7.091512288
ZNF215	6.086722354	6.035340474	6.131478512	5.816336282	5.848485335	5.61498731	5.426681884	5.862202929	5.491406756	5.164091219	5.35863638	5.593237891
ZNF217	7.949451026	8.474257416	8.207705049	8.518270231	8.5234313	8.480395118	8.587489203	8.808197186	8.963287765	8.848724844	8.931353489	9.057439497
ZNF219	7.983471248	7.512353728	7.795375875	8.04416094	7.941771505	7.743458324	7.320431233	7.120417799	6.945690018	6.541837664	6.844267896	6.802905434
ZNF22	5.744493576	6.010157812	6.083524675	5.991954629	6.013889143	6.055663557	6.428397174	5.52843741	5.927813419	6.40891866	6.305558089	6.784962295
ZNF223	5.021296073	5.474374065	5.705584518	5.433040683	5.530990977	5.48438402	6.765386174	6.753870177	6.754104119	6.477024742	6.509949943	6.549002898
ZNF224	6.086722354	6.154254257	5.890204514	5.833388314	6.140110918	6.240914072	6.372553711	6.598464958	6.878156671	6.760534235	6.663354185	6.946682158
ZNF226	6.328508937	6.544222147	6.177702611	6.491307711	6.273217287	6.487516562	6.499396682	6.526008615	6.605703492	5.902970491	5.83407577	6.061496929
ZNF227	6.355812135	6.492535793	6.425147472	6.715017905	6.791102613	6.466895488	7.27186876	7.301565006	7.130601293	7.166337707	6.975572781	6.970575345
ZNF23	6.182757129	5.847298652	5.981803775	6.158985977	6.119924023	6.138347899	6.583177588	6.985173848	6.664705735	6.691460896	6.523419676	6.249385934
ZNF230	5.500707529	5.513847485	5.341489505	5.304918035	5.267802674	5.48438402	5.193847979	5.52843741	5.398859729	5.214036022	5.634924613	5.419151979
ZNF232	5.946201033	5.787794666	6.016632433	6.035822732	6.119924023	6.083825793	5.616904635	5.903038415	5.297229909	5.50672551	5.579273902	5.660216361
ZNF234	5.82925913	5.250941047	5.749157463	5.650705287	5.497186016	5.904514675	5.426681884	5.471582749	5.461444711	5.469643712	5.426478946	5.616006185
ZNF236	6.973834109	7.138360534	7.327990234	7.357080253	7.469145461	7.216013973	7.291495036	7.183432059	7.596770174	7.05106557	6.833632064	6.970575345
ZNF239	5.553873772	5.43339271	5.372023384	5.610450083	5.223898027	5.655342286	5.293642194	5.52843741	5.366099904	4.090695132	4.53793491	4.72703635
ZNF24	7.914601118	7.835068073	7.967347068	8.04416094	7.984610638	7.839867457	8.587489203	8.763093884	8.535589885	8.678084892	8.52169063	8.657968125
ZNF248	5.787629778	6.438780096	6.399836733	6.132624613	6.035818983	6.026860041	5.717240225	5.942557659	5.865372211	5.431231582	5.426478946	5.140813983
ZNF25	5.184592927	5.474374065	5.512565067	5.408659696	5.462291823	5.529659218	5.426681884	5.634046531	5.72988655	5.643700315	5.943573992	5.743855586
ZNF250	5.908448421	6.420370337	6.44998674	6.511429652	6.607048303	6.424675053	6.026260049	6.422902217	6.080421764	6.57311171	6.745452899	6.71074991
ZNF251	6.556158358	6.363562037	6.374034873	6.617035562	6.791102613	6.73037062	5.975559305	5.903038415	5.461444711	5.391365282	5.075529457	4.939096156
ZNF253	6.01842611	6.220647147	6.307240195	6.247231087	6.119924023	6.138347899	6.464367435	6.220625963	6.115854269	6.50982151	6.588822114	6.62214566
ZNF254	5.44479934	5.551941482	5.512565067	5.480178915	5.65677107	5.768582401	5.748846351	5.730677538	6.115854269	6.373514405	5.879059763	6.289131215
ZNF256	5.256368601	4.957764574	5.095706833	5.188990974	5.309806339	5.160959385	5.139661419	5.52843741	5.33225492	5.111246691	5.520704727	5.140813983
ZNF26	6.408785741	6.324290081	6.412552235	6.105709774	6.07856753	6.265337844	6.12193009	6.795213105	6.827817579	6.851749797	7.293167879	6.632279957
ZNF260	6.182757129	6.509986041	6.26547359	6.58904164	6.159985237	6.335991233	6.1892565	6.395833304	6.098261134	6.280621778	6.155154841	6.18032503
ZNF263	7.073169644	7.264345166	7.154918276	7.208563439	7.274492874	7.203898446	7.88727847	7.940570273	7.885500194	8.082104681	8.035604811	8.385361684
ZNF264	8.000182499	8.324931741	8.143048197	7.8738502	7.804959188	8.0490594	8.652784847	8.618619391	8.676084453	8.554456072	8.575848404	8.611418197
ZNF266	7.461590951	7.529105257	7.733114988	7.862500344	7.499133595	7.576059092	7.261952083	7.343429156	7.459971094	7.834971315	7.819576834	7.68051191
ZNF267	5.553873772	5.390753509	5.791177724	5.248704525	5.563785779	5.160959385	5.867483257	6.018007566	5.927813419	6.280621778	6.563039713	6.151634814
ZNF268	6.328508937	6.283811736	6.462235378	6.27138195	6.308877605	6.138347899	7.058866524	7.037438106	6.743243341	6.15967884	6.137312223	5.964444331
ZNF271P	6.151537114	6.263094455	5.851561261	6.078215058	5.96884354	6.190647222	6.793528168	7.198753041	6.827817579	7.176361421	6.956163534	7.017164592
