Symbol	mouse_inviro_colon_Untr_24hr_1	mouse_inviro_colon_Untr_24hr_2	mouse_inviro_colon_Untr_24hr_3	mouse_inviro_colon_Untr_72hr_1	mouse_inviro_colon_Untr_72hr_2	mouse_inviro_colon_Untr_72hr_3	mouse_inviro_colon_X1000_24hr_1	mouse_inviro_colon_X1000_24hr_2	mouse_inviro_colon_X1000_24hr_3	mouse_inviro_colon_X1000_72hr_1	mouse_inviro_colon_X1000_72hr_2	mouse_inviro_colon_X1000_72hr_3
RAPH1	736.803341430765	794.240470310175	620.901473923239	2237.52597118553	2291.00622084517	2103.56723510971	1150.61369191031	1236.35192009072	1014.53356192513	2873.7644243387	2914.77893237093	2936.38156877363
RARA	259.96085635158	305.286180775473	273.108785110104	444.119529661214	470.613016020114	407.844565113035	155.989238769049	236.465589301019	344.542903599777	851.327309926909	790.788323264562	802.403443999391
RARG	277.043998340399	177.87677199655	201.353661944447	172.270579891009	167.558919989579	223.720562416373	123.555832688356	140.816586887124	244.085816044179	137.966360528356	149.247373686551	190.224954396407
RARRES1	1.48549060772332	0	0	27.8819435661748	17.5833434556966	12.8688819089064	0	0	0	60.9618802334596	84.647764180432	81.8543743160298
RARRES2	2.97098121544663	0	0.732195134343443	33.8566457589266	53.784344688013	26.7276778108057	0	0	5.81156704867094	103.742147063958	114.719996191901	83.0072528275232
RARS1	609.793894470421	496.400293943859	694.120987357584	570.584059407792	618.51996391215	567.220717984876	701.95157446072	891.83838361845	776.259312929618	542.239882076562	731.757645612419	566.063349143248
RARS2	95.0713988942923	85.2153837936959	103.239513942425	74.6837774093969	96.1912318458694	123.7392491241	236.30053001648	131.074558863486	117.89178870161	28.8766801105861	75.7374732140707	55.3381685516821
RASA1	148.549060772332	116.654069076807	135.456099853537	210.110360445103	225.480521961285	229.66004637433	67.1834840242933	83.2500576565385	88.0037295941599	73.795960282609	73.5099004724804	81.8543743160298
RASA2	240.649478451177	216.761461688819	334.613176394953	662.196159696652	600.936620456453	590.978653816703	437.85098208936	673.971211453466	453.302229796333	372.188321425332	397.621734373871	403.507479022682
RASA3	581.569572923678	529.49364687345	534.502448070713	164.304310300673	159.284405422192	133.638389054028	236.30053001648	247.093256235896	280.615666064397	133.688333845306	102.468346113155	154.485720540113
RASA4	718.977454138085	598.98968802559	534.502448070713	457.064717745509	313.397239239768	523.664502293193	263.328368417058	106.276669348773	179.328354644703	333.686081277884	304.063679227078	322.805983218146
RASAL1	6.68470773475492	3.30933529295906	0.732195134343443	54.7681034335577	25.8578580230832	32.6671617687625	0	0	0	104.81165373472	82.4201914388417	88.7716453849901
RASAL2	159.690240330257	114.172067607088	86.3990258525263	221.063981131815	242.029551096059	194.023142626589	83.40018706464	142.587864709603	130.345146663048	301.600881155011	278.446592698789	349.322188982493
RASAL3	0	0	0	45.8060501444301	53.784344688013	52.4654416286185	0	0	0	113.36770710082	134.768150866214	127.969514775765
RASD1	66.1043320436876	80.2513808542573	49.7892691353541	159.325391806713	93.0882888830994	137.598045026	100.389114059289	24.7978895147136	52.3041034380385	370.049308083807	317.42911567662	314.735833637692
RASD2	21.5396138119881	20.6833455809941	44.66390319495	45.8060501444301	35.1666869113931	34.6469897547481	18.5333749032533	28.3404451596727	23.2462681946838	7.48654669533714	30.0722320114693	21.9046917183742
